title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_i_glide_gscore,r_i_glide_lipo,r_i_glide_hbond,r_i_glide_metal,r_i_glide_rewards,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_erotb,r_i_glide_esite,r_i_glide_emodel,r_i_glide_energy,r_i_glide_einternal
"196854",49,Done,1.531,-4.37536,"glide-grid_1",-4.37536,-1.17773,-0.103251,-0,-1.23784,-27.6057,-2.55783,0,-0.0925899,-39.5629,-30.1635,0
"238797",50,Done,1.891,-4.10938,"glide-grid_1",-4.54778,-1.7292,0,-0,-1.8251,-22.8717,-3.23053,0.634686,0,-32.9814,-26.1022,1.50865
"238797",51,Done,1.484,-4.68158,"glide-grid_1",-5.21788,-1.55951,-0.452186,-0,-2.29092,-18.6896,-4.13452,0.639391,0,-35.2221,-22.8241,0.476079
"259846",52,Done,2.344,-3.69623,"glide-grid_1",-3.69623,-1.8386,0,-0,-0.499654,-28.6749,-0.221631,0.109005,0,-33.0964,-28.8965,1.05925
"336327",53,Done,1.234,-5.87491,"glide-grid_1",-5.87491,-1.9133,-0.149551,-0,-1.56614,-29.5707,-5.11588,0,0,-47.0272,-34.6866,0.275057
"440917",54,Done,2.047,-5.52195,"glide-grid_1",-5.52195,-2.41578,0,-0,-2.71667,-21.1844,-0.610357,0.761269,0,-28.6562,-21.7948,0.0229487
"440966",55,Done,1.437,-5.55024,"glide-grid_1",-5.55024,-2.76908,0,-0,-2.25,-11.6217,0.332836,0,0,-11.6604,-11.2888,0
"440967",56,Done,0.703,-5.67174,"glide-grid_1",-5.67174,-2.56597,0,-0,-2.25,-17.0691,-0.0154153,0,0,-22.0341,-17.0845,0
"440968",57,Done,0.672,-5.81932,"glide-grid_1",-5.81932,-2.51896,0,-0,-2.43769,-17.4307,0.0590704,0,0,-23.0844,-17.3716,0
"442391",58,Done,2.125,-4.81997,"glide-grid_1",-4.81997,-1.851,-0.0669386,-0,-1.59319,-24.1,-0.574754,0,-0.0176346,-33.3322,-24.6747,0.150072
"442399",59,Done,1.984,-5.37511,"glide-grid_1",-5.37511,-2.95269,0,-0,-2.32537,-10.0068,0.778895,0.352501,-0.066036,-19.0619,-9.22789,0.204708
"442484",60,Done,1.469,-6.53742,"glide-grid_1",-6.53742,-2.79349,0,-0,-2.68717,-21.34,0.0682906,0,0,-28.607,-21.2717,1.99947
"442811",61,Done,3.187,-4.12754,"glide-grid_1",-4.12754,-1.28477,0,-0,-1.34781,-27.0235,-2.30144,0.201429,0,-37.006,-29.325,1.19337
"442985",62,Done,1.547,-3.91328,"glide-grid_1",-3.91328,-1.45778,0,-0,-0.595812,-31.654,-1.84657,0,0,-41.4877,-33.5006,0.00664627
"443027",63,Done,1.719,-3.95193,"glide-grid_1",-3.95193,-1.06079,-0.395963,-0,-0.821896,-26.3836,-1.74301,0,-0.0926462,-35.3692,-28.1266,0.166883
"443158",64,Done,12.469,-5.21081,"glide-grid_1",-5.21081,-2.54887,-0.595963,-0,-2.85833,-17.6952,-5.47831,2.49887,0,-29.2692,-23.1735,2.00021
"443162",65,Done,1.578,-6.81092,"glide-grid_1",-6.81092,-3.02323,-0.32,-0,-2.62739,-20.6727,-2.87589,0.624717,0,-29.1833,-23.5485,2.63259
"445858",66,Done,1.563,-6.2017,"glide-grid_1",-6.2017,-2.29776,-0.127801,-0,-2.76698,-19.8508,-5.87878,0.865196,0,-37.4235,-25.7296,3.87761
